Uniprot	Genename
A0A1S3MPV3	LOC106573920
A0A1S3MWT0	LOC106575574
A0A1S3MW38	LOC106575427
A0A1S3QYY0	LOC106598116
A0A1S3N3E8	paox
B5AXN8	GSONMT00007962001
A0A1S3NDE5	LOC106578797
A0A1S3NF98	LOC106579100
A0A1S3NH64	pagr1
A0A1S3NNV9	LOC106580416
A0A1S3NRK2	LOC106580963
A0A1S3NU15	LOC106581398
A0A1S3NZL6	LOC106582301
B9EPI5	CH10
A0A1S3PAL3	LOC106584200
A0A1S3PD02	LOC106584569
A0A1S3PE40	ppcdc
A0A1S3PGN6	LOC106585183
A0A1S3PLE8	LOC106586093
A0A1S3RZS1	LOC106606103
A0A1S3PVQ7	LOC106587690
A0A1S3PXH6	LOC106587782
A0A1S3Q1H6	LOC106588648
A0A1S3Q365	LOC106589193
A0A1S3S0W7	LOC106606403
A0A1S3QWC9	LOC106597783
A0A1S3QH03	LOC106592447
A0A1S3QJI4	LOC106593131
A0A1S3QL55	LOC106593942
B5X1M9	CPVL
B5X5G1	LRC20
A0A1S3R0T0	LOC106598969
A0A1S3R6Q5	LOC106600563
A0A1S3R5I3	LOC106600509
A0A1S3R778	ehd4
A0A1S3R9S2	LOC106601421
A0A1S3RA83	dph6
A0A1S3RF14	LOC106602331
A0A1S3RDU8	LOC106602020
A0A1S3RDV7	LOC106602291
B5DGL1	cf12
A0A1S3RG28	LOC106602806
A0A1S3RLD1	ncapd3
A0A1S3SWE2	LOC106612214
A0A1S3S0G4	LOC106606314
A0A1S3S138	LOC106606353
A0A1S3S561	LOC100196171
A0A1S3S6N9	LOC106607512
A0A1S3SFY7	LOC106609228
A0A1S3SHN0	LOC106609495
A0A1S3SJN6	LOC106609984
A0A1S3SVR2	LOC106612098
B5X9U3	ARPC4
B5XAQ7	RDH3
B5XBE3	M2OM
B5XFJ9	3HAO
B5XG86	PG12B
B5XGS4	apoa1bp
B9ELD9	TXD12
B9EM60	TAF12
C0H723	U2AF1
C0H8A6	TBB2C
C0H9G6	SAP
C0HBB6	PECI
C1BFF6	THIO
H5ZTW4	TBK1
Q7ZZN0	mlc-2
A0A060WSN9	NAT10
A0A1S3N729	LOC106577530
A0A060X3A7	GSONMT00063121001
A0A1S3MB22	LOC106571618
A0A060XBD6	GSONMT00053833001
A0A060W6N8	GSONMT00067661001
A0A060XFQ9	GSONMT00047735001
A0A060XJS7	GSONMT00016233001
A0A060W3I6	LOC110494590
A0A060Z629	GSONMT00014156001
A0A060XUT8	LOC110491290
A0A060WNI0	ERG28
A0A1S3PN67	LOC106586421
A0A060Z5F5	GSONMT00029486001
A0A060Y4T7	GSONMT00046616001
A0A060VYF6	GSONMT00081037001
A0A1S3SN60	LOC106610750
A0A1S3RL43	flt2
A0A1S3PLG1	LOC106586122
A0A1S3PWI0	LOC106587892
B5XB00	NDUB2
A0A060Z2K7	GSONMT00060331001
A0A1S3QHR5	LOC106592773
A0A060YZL9	GSONMT00060596001
A0A060XB11	trappc12
A0A060YTR3	GSONMT00009218001
A0A1S3QCQ0	ergic1
A0A060YTF9	GSONMT00058700001
A0A1S3SYR0	LOC106612644
A0A060VW78	GSONMT00082207001
A0A1S3QZK9	LOC106599023
A0A060XLI6	GSONMT00015043001
A0A060WHZ8	GSONMT00075990001
A0A1S3PRJ0	nck2
A0A060Z9F7	GSONMT00034483001
A0A060ZFL2	GSONMT00047689001
A0A060X359	GSONMT00006369001
A0A060WYK9	GSONMT00030056001
A0A060XKP5	LOC110537338
A0A1S3NCL5	LOC106578667
B5X101	NFS1
A0A1S3LRX3	LOC106567949
A0A1S3RRJ6	LOC106604634
A0A060YBX4	GSONMT00033753001
A0A1S3T3M2	acl6b
A0A060XH22	GSONMT00022679001
A0A1S3PIX7	LOC106585541
A0A1S3MVD4	LOC106575224
B9EML2	TPPP3
A0A1S3L0I0	sympk
A0A1S3QG35	LOC106592157
A0A1S3PNI2	LOC106586456
A0A060XWK1	LOC110489061
A0A060YTJ4	GSONMT00041816001
A0A1S3P555	LOC106583268
A0A1S3P5F8	LOC106583313
A0A060YJY4	GSONMT00056257001
A0A1S3PF00	srsf9
A0A060XPR0	GSONMT00009097001
A0A060WXM3	LOC110530177
A0A060XV10	GSONMT00012831001
B5X4R6	KGUA
B5X9U4	TBCA
A0A1S3T552	LOC106613715
C1BG62	UBIQ
A0A1S3R4H1	LOC106600246
B9ELH2	COF2
A0A1S3MRH2	LOC106574454
A0A1S3LA21	LOC106565114
B5X956	HSBP1
A0A060Y8Y2	GSONMT00032243001
A0A1S3N868	LOC106577800
A0A1S3R829	LOC106600816
A0A060Y1V8	GSONMT00048770001
A0A060WBY2	GSONMT00071951001
A0A060VQP6	GSONMT00069684001
A0A060XU62	GSONMT00002261001
A0A060YD65	GSONMT00027710001
A0A060X874	GSONMT00032013001
A0A060WLP5	GSONMT00043196001
A0A060Z017	GSONMT00055792001
A0A060X967	GSONMT00037112001
A0A1S3RP68	LOC106603843
A0A1S3RDY6	LOC106602056
A0A060XCS2	GSONMT00062349001
A0A060X0L1	GSONMT00059965001
A0A060YNK2	GSONMT00001244001
A0A1S3MMJ6	LOC106573478
A0A060YED3	GSONMT00008488001
A0A1S3N1L6	LOC106576650
C1BG50	MYCBP
A0A060YEV9	GSONMT00044050001
A0A060WX21	GSONMT00053430001
B5XE83	GEMI2
C0HBB4	TCPE
A0A1S3KRB6	LOC106561425
A0A060XBJ0	GSONMT00058278001
B5XC86	RM13
A0A1S3KIF1	LOC106560285
B5X2X7	ABHDA
A0A060Y9M5	GSONMT00023418001
A0A060YDC6	GSONMT00061536001
B5X1G6	aktip
A0A1S3N4U5	ppp4r3b
A0A1S3PXM6	LOC106588202
A0A060YMJ6	GSONMT00003239001
A0A1S3M1N9	ndc1
A0A1S3R9L4	LOC106601393
A0A060YTE5	GSONMT00002576001
A0A1S3NCR0	LOC106578582
A0A060W0F9	GSONMT00082349001
A0A1S3ND03	LOC106578745
A0A060VYZ0	GSONMT00072804001
A0A060WNM9	LOC110494323
A0A1S3N887	gba2
A0A1S3MX74	ptn6
A0A060XVS5	GSONMT00046840001
A0A060YE62	GSONMT00059326001
A0A1S3MQE7	LOC106574207
A0A060W9J7	GSONMT00069826001
A0A060YM56	GSONMT00040523001
B2XBN7	TIP41
A0A060Z487	GSONMT00062043001
A0A1S3NMU0	LOC106580260
A0A060WVK7	GSONMT00037185001
A0A060WZJ0	GSONMT00002633001
A0A060XQY8	GSONMT00039311001
A0A1S3PHK8	LOC106585454
A0A060WAR5	GSONMT00071166001
A0A1S3M9V5	LOC106571351
A0A060W1R0	GSONMT00064675001
A0A060Z7K1	GSONMT00032185001
A0A060Z272	LOC100301642
A0A060YMX1	GSONMT00048956001
A0A060W0B3	GSONMT00081877001
A0A060X001	GSONMT00018071001
A0A060YGQ7	GSONMT00056263001
A0A060YI64	GSONMT00034845001
A0A1S3M7D2	LOC106570835
A0A1S3RDB8	cog1
A0A060YH70	GSONMT00006448001
A0A060XFG4	GSONMT00055540001
A0A060YE61	GSONMT00041230001
A0A060VN00	GSONMT00077766001
B5X2M9	CDC42
A0A1S3N2E6	LOC106576775
A0A060YLI0	GSONMT00019834001
A0A060XWJ5	GSONMT00038489001
A0A1S3M0T3	vapa
A0A060XQ19	LOC110504943
A0A1S3PLZ9	LOC106586058
B5DGF2	ube2k
A0A060W936	GSONMT00069358001
A0A1S3QLV6	LOC106593871
A0A1S3S5E3	LOC106607281
A0A060YQ48	GSONMT00050051001
C0H9C3	EF1A
A0A060WZ08	GSONMT00001538001
A0A060X7F8	GSONMT00062638001
A0A1S3L0Y0	LOC106563481
